65,"育德牙醫診所","桃園市","中壢區","中山東路三段242號","03-4379009","牙科一般科"
66,"上品杏林牙醫診所","桃園市","中壢區","民族路41號1至2樓","03-4917160","牙科一般科"
67,"典範牙醫診所","桃園市","中壢區","新生路187號","03-4266866","牙科一般科"
68,"宏悅牙醫診所","桃園市","中壢區","中山東路二段188號","03-4381226","牙科一般科"
69,"江牙醫診所","桃園市","中壢區","義民路35號","03-4929571","牙科一般科"
70,"大明牙醫診所","桃園市","中壢區","龍岡路一段257號","03-4589737","牙科一般科"
71,"森森牙醫診所","桃園市","中壢區","元化路15號","03-4251295","牙科一般科"
72,"東光牙醫診所","桃園市","中壢區","龍東路408號","03-4568507","牙科一般科"
73,"良昇牙醫診所","桃園市","中壢區","建國路67號","03-4250133","牙科一般科"
74,"大眾牙醫診所","桃園市","中壢區","新生路227號","03-4226555","牙科一般科"
75,"名揚牙醫診所","桃園市","中壢區","中正路338號1-2樓","03-4947101","牙科一般科"
76,"杜牙醫診所","桃園市","中壢區","成功路79巷59號、61號、59-1號 1、2樓","03-4556290","牙科一般科"
77,"華仁牙醫診所","桃園市","中壢區","中華路一段240號","03-4554356","牙科一般科"
78,"坤泰牙醫診所","桃園市","中壢區","興農路21號","03-4551625","牙科一般科"
79,"遠東牙醫診所","桃園市","中壢區","中央西路一段65號","03-4228188","牙科一般科"
80,"大和牙醫診所","桃園市","中壢區","中平路25號","03-4220360","牙科一般科"
81,"王牙醫診所","桃園市","中壢區","中華路一段184號","03-4552735","牙科一般科"
82,"祥齡牙醫診所","桃園市","中壢區","中山東路一段150號","03-4521850","牙科一般科"
83,"新明牙醫診所","桃園市","中壢區","民族路250號","03-4925568","牙科一般科"
84,"宏儒牙醫診所","桃園市","中壢區","中正路543號1樓","03-4942550","牙科一般科"
85,"奕傑牙醫診所","桃園市","中壢區","福州一街106號1樓","03-4624168","牙科一般科"
86,"廖永楷牙醫診所","桃園市","中壢區","廣明路119號","03-4913416","牙科一般科"
87,"尚賢牙醫診所","桃園市","中壢區","健行路109號","03-4575467","牙科一般科"
88,"范姜牙醫診所","桃園市","中壢區","福德路80號","03-4630270","牙科一般科"
89,"長江牙醫診所","桃園市","中壢區","中山路508號","03-4915269","牙科一般科"
90,"逢良牙醫診所","桃園市","中壢區","新中北路97號","03-4663569","牙科一般科"
91,"良銘牙醫診所","桃園市","中壢區","龍岡路二段40號","03-4590362","牙科一般科"
92,"揚昇牙醫診所","桃園市","中壢區","龍東路94號","03--4366357","牙科一般科"
93,"政寧牙醫診所","桃園市","中壢區","龍東路152號","03-4658996","牙科一般科"
94,"華國牙醫診所","桃園市","中壢區","環中東路175號","03-4353188","牙科一般科"
95,"杏福牙醫診所","桃園市","中壢區","龍東路255巷6號","03-4659909","牙科一般科"
96,"立人牙醫診所","桃園市","中壢區","健行路164號","03-4585686","牙科一般科"
97,"汎美牙醫診所","桃園市","中壢區","中山東街二段73號","03-4665986","牙科一般科"
98,"時代牙醫診所","桃園市","中壢區","元化路69號","03-4223655","牙科一般科"
99,"紐大牙醫診所","桃園市","中壢區","中央東路116號","03-4256625","牙科一般科"
100,"康碩牙醫診所","桃園市","中壢區","中山東路一段76號","03-4523474","牙科一般科"
101,"順泰牙醫診所","桃園市","中壢區","中央西路二段65號1樓","03-4936540","牙科一般科"
102,"德暉牙醫診所","桃園市","中壢區","中山東路四段84號","03-4659916","牙科一般科"
103,"超凡牙醫診所","桃園市","中壢區","中山東路三段25號","03-4565220","牙科一般科"
104,"潔美牙醫診所","桃園市","中壢區","中華路一段354號","03-4558900","牙科一般科"
105,"博揚牙醫診所","桃園市","中壢區","日新路7之1號","03-4655075","牙科一般科"
106,"弘恩牙醫診所","桃園市","中壢區","復興路31號1至2樓","03-4220786","牙科一般科"
107,"佳新牙醫診所","桃園市","中壢區","中山東路二段97號","03-4368220","牙科一般科"
108,"上揚牙醫診所","桃園市","中壢區","元化路49號","03-4255088","牙科一般科"
109,"慈惠牙醫診所","桃園市","中壢區","慈惠三街149號","03-4273468","牙科一般科"
110,"超品牙醫診所","桃園市","中壢區","中央西路二段127號","03-4928869","牙科一般科"
111,"福星牙醫診所","桃園市","中壢區","福州二街415號1樓","03-4525748","牙科一般科"
112,"清新牙醫診所","桃園市","平鎮區","金陵路43之4、5號","03-4683210","牙科一般科"
113,"豐禾牙醫診所","桃園市","平鎮區","民族路三段87號","03-4953009","牙科一般科"
114,"米樂牙醫診所","桃園市","平鎮區","廣明路69號1樓及地下1樓","03-4915257","牙科一般科"
115,"明樓牙醫診所","桃園市","平鎮區","南京路5號1樓","03-4397979  ","牙科一般科"
116,"文中牙醫診所","桃園市","平鎮區","振興西路56號1樓2樓","03-4932223","牙科一般科"
117,"柯壹牙醫診所","桃園市","平鎮區","上海路188號2樓","03-4393555","牙科一般科"
118,"向樂牙醫診所","桃園市","平鎮區","文化街218號1樓、2樓","03-4921492","牙科一般科"
119,"維康牙醫診所","桃園市","平鎮區","民族路2段223號1樓",,"牙科一般科"
120,"維多麗牙醫診所","桃園市","平鎮區","康樂路44號1樓、2樓","03-4262888","牙科一般科"
121,"宏昌牙醫診所","桃園市","平鎮區","南豐路9號","03-4695993","牙科一般科"
122,"潔明牙醫診所","桃園市","平鎮區","和平路33號","03-4578856","牙科一般科"
123,"健行牙醫診所","桃園市","平鎮區","中豐路山頂段295號","03-4692809","牙科一般科"
124,"明皓牙醫診所","桃園市","平鎮區","振興路36號","03-4578065","牙科一般科"
125,"和平牙醫診所","桃園市","平鎮區","延平路一段100號","03-4572758","牙科一般科"
126,"今人牙醫診所","桃園市","平鎮區","金陵路120號","03-4591858","牙科一般科"
127,"全美牙醫診所","桃園市","平鎮區","中豐路山頂段198號","03-4692678","牙科一般科"
128,"精品牙醫診所","桃園市","平鎮區","育達路二段96號1、2樓","03-4942765","牙科一般科"
129,"誠泰牙醫診所","桃園市","平鎮區","龍南路144號1樓","03-4601731","牙科一般科"
130,"杏華牙醫診所","桃園市","平鎮區","中豐路山頂段245號","03-4699992","牙科一般科"
131,"現代牙醫診所","桃園市","平鎮區","金陵路70號","03-4575728","牙科一般科"
132,"民安牙醫診所","桃園市","平鎮區","龍南路178號1樓","03-4282914","牙科一般科"
133,"景福牙醫診所","桃園市","平鎮區","育達路220號1樓222號1樓","03-4919986","牙科一般科"
134,"宜安牙醫診所","桃園市","平鎮區","育達路185號","03-4935584","牙科一般科"
135,"大安牙醫診所","桃園市","平鎮區","山頂段中豐路305號","03-4193990","牙科一般科"
136,"耀潔牙醫診所","桃園市","平鎮區","中豐路山頂段151號1樓","03-4693909","牙科一般科"
137,"伯恩牙醫診所","桃園市","平鎮區","文化街227號1樓","03-4010666","牙科一般科"
138,"欣美牙醫診所","桃園市","平鎮區","龍南路36巷10弄25號","03-4501561","牙科一般科"
139,"龍華牙醫診所","桃園市","龍潭區","東龍路141號1樓","03-4095515","牙科一般科"
140,"青蘋果牙醫診所","桃園市","龍潭區","建國路46號1樓","03-4709489","牙科一般科"
141,"瑞龍牙醫診所","桃園市","龍潭區","中正路272號1樓","03-4805289","牙科一般科"
142,"欣揚牙醫診所","桃園市","龍潭區","中興路305號1樓、2樓","03-4991694","牙科一般科"
143,"國家中山科學研究院石園牙醫診所","桃園市","龍潭區","文化路6巷35號2樓","03-4112784","牙科一般科"
144,"博隆牙醫診所","桃園市","龍潭區","東龍路276號","03-4792992","牙科一般科"
145,"杏昌牙醫診所","桃園市","龍潭區","中興路431號1樓、2樓","03-4896600","牙科一般科"
146,"龍潭陳牙醫診所","桃園市","龍潭區","北龍路212號","03-4799279","牙科一般科"
147,"傅牙醫診所","桃園市","龍潭區","五福街11號","03-4705671","牙科一般科"
148,"明德牙醫診所","桃園市","龍潭區","建國路81號","03-4801292","牙科一般科"
149,"第一牙醫診所","桃園市","龍潭區","建國路25巷3號","03-4803038","牙科一般科"
150,"台林牙醫診所","桃園市","龍潭區","民族路294巷9號","03-4700529","牙科一般科"
151,"詠嘉牙醫診所","桃園市","龍潭區","中豐路291號","03-4897883","牙科一般科"
152,"偉翔牙醫診所","桃園市","龍潭區","北龍路53號","03-4994117","牙科一般科"
153,"北龍牙醫診所","桃園市","龍潭區","華南路1段117號1樓","03-4798475","牙科一般科"
154,"維安牙醫診所","桃園市","龍潭區","中興路352號","03-4995738","牙科一般科"
155,"龍潭喬治牙牙醫診所","桃園市","龍潭區","北龍路250號1樓","03-4805500","牙科一般科"
156,"學林牙醫診所","桃園市","龍潭區","高源村渴望路428號B1","03-4072387","牙科一般科"
157,"名人牙醫診所","桃園市","龍潭區","華南路一段14號","03-4899110","牙科一般科"
158,"協美牙醫診所","桃園市","楊梅區","中山北路2段88號1樓、2樓","03-4317217","牙科一般科"
159,"天祥牙醫診所","桃園市","楊梅區","大成路156號1樓","03-4757766","牙科一般科"
160,"上誠牙醫診所","桃園市","楊梅區","新成路48號1樓及2樓","03-4851188","牙科一般科"
161,"當代楊新牙醫診所","桃園市","楊梅區","光華街28號1樓","03-4759818","牙科一般科"
162,"凱虹牙醫診所","桃園市","楊梅區","瑞福街97號1樓","03-4815063","牙科一般科"
163,"新芳牙醫診所","桃園市","楊梅區","新農街9號1樓","03-4780808","牙科一般科"
164,"愛德牙醫診所","桃園市","楊梅區","武營街52號","03-4757112","牙科一般科"
165,"涂牙醫診所","桃園市","楊梅區","中興路127號","03-4823424","牙科一般科"
166,"聖合牙醫診所","桃園市","楊梅區","大成路201號","03-4752211","牙科一般科"
167,"宏康牙醫診所","桃園市","楊梅區","新興路125巷7號","03-4828583","牙科一般科"
168,"仁愛牙醫診所","桃園市","楊梅區","新成路207號","03-4751996","牙科一般科"
169,"永生牙醫診所","桃園市","楊梅區","中興路66號","03-4827532","牙科一般科"
170,"康潔牙醫診所","桃園市","楊梅區","新成路41號","03-4757770","牙科一般科"
171,"自然牙醫診所","桃園市","楊梅區","新成路223號","03-4783751","牙科一般科"
172,"華聖牙醫診所","桃園市","楊梅區","四維路182號1樓","03-4815789","牙科一般科"
173,"益康牙醫診所","桃園市","楊梅區","新興街45號","03-4815977","牙科一般科"
174,"永康牙醫診所","桃園市","楊梅區","大成路194號","03-4754516","牙科一般科"
175,"連美牙醫診所","桃園市","楊梅區","四維路13、15號1、2樓","03-4825025","牙科一般科"
176,"東太牙醫診所","桃園市","楊梅區","光華街12號1樓、2樓","03-4853361","牙科一般科"
177,"益新牙醫診所","桃園市","楊梅區","文化街208號","03-4813465","牙科一般科"
178,"鈺恩牙醫診所","桃園市","楊梅區","新成路139號1樓","03-4850075","牙科一般科"
179,"新新牙醫診所","桃園市","楊梅區","永美路213號","03-4815803","牙科一般科"
180,"宸康牙醫診所","桃園市","楊梅區","民族路5段245號","03-4203381","牙科一般科"
181,"佑達牙醫診所","桃園市","新屋區","中山路258號1樓","03-4870608","牙科一般科"
182,"長青牙醫診所","桃園市","新屋區","中山路416號、416-1號","03-4773367","牙科一般科"
183,"葉倫穗","桃園市","新屋區","中正路55巷7號","03-4771040","牙科一般科"
184,"綺美牙醫診所","桃園市","新屋區","中山路325號","03-4972000","牙科一般科"
185,"家福牙醫診所","桃園市","觀音區","中山路59號1樓","03-4737267","牙科一般科"
186,"揚洋牙醫診所","桃園市","觀音區","大觀路二段236號1樓至4樓","03-4761222","牙科一般科"
187,"怡安牙醫診所","桃園市","觀音區","中山路二段629號","03-4981585","牙科一般科"
188,"草漯牙醫診所","桃園市","觀音區","草漯村大觀路二段39號","03-4836063","牙科一般科"
189,"旭東牙醫診所","桃園市","觀音區","忠愛路一段106號1樓","03-4081638","牙科一般科"
190,"榮煌牙醫診所","桃園市","桃園區","中山東路149號","03-3358409","牙科一般科"
191,"宏仁牙醫診所","桃園市","桃園區","中正路423號","03-3321886","牙科一般科"
192,"正大牙醫診所","桃園市","桃園區","永樂街144號","03-3355226","牙科一般科"
193,"黃牙醫診所","桃園市","桃園區","中山路110號2樓","03-3323824","牙科一般科"
194,"立新牙醫診所","桃園市","桃園區","復興路414號","03-3372626","牙科一般科"
195,"德明牙醫診所","桃園市","桃園區","民生路239號","03-3388121","牙科一般科"
196,"慈恩牙醫診所","桃園市","桃園區","南豐三街14號1樓","03-3611516","牙科一般科"
197,"真善美牙醫診所","桃園市","桃園區","文化街1號","03-3364556","牙科一般科"
198,"杏昇牙醫診所","桃園市","桃園區","中山東路30號","03-3345994","牙科一般科"
199,"大雅牙醫診所","桃園市","桃園區","力行路69號1樓","03-3348445","牙科一般科"
200,"名家牙醫診所","桃園市","桃園區","民生路149號","03-3388550","牙科一般科"
201,"源芳牙醫診所","桃園市","桃園區","中山路418號","03-3387303","牙科一般科"
202,"銀格牙醫診所","桃園市","桃園區","博愛路52號2樓","03-3324570","牙科一般科"
203,"煌猷牙醫診所","桃園市","桃園區","慈文路309號1樓之2","03-3555849","牙科一般科"
204,"淨妙牙醫診所","桃園市","桃園區","民富二街74號1樓、地下1樓","03-3332267","牙科一般科"
205,"楊牙醫診所","桃園市","桃園區","三民路三段166號","03-3383168","牙科一般科"
206,"榮安牙醫診所","桃園市","桃園區","莊敬路二段86號","03-2151876","牙科一般科"
207,"千代牙醫診所","桃園市","桃園區","民生路97號","03-3339692","牙科一般科"
208,"景翔牙醫診所","桃園市","桃園區","中央街23號","03-3328222","牙科一般科"
209,"大成牙醫診所","桃園市","桃園區","三民路二段278號","03-3382526","牙科一般科"
210,"四維牙醫診所","桃園市","桃園區","復興路175號","03-3358519","牙科一般科"
211,"溫牙醫診所","桃園市","桃園區","朝陽街62號","03-3352928","牙科一般科"
212,"世界牙醫診所","桃園市","桃園區","桃鶯路190號","03-3673678","牙科一般科"
213,"大衛牙醫診所","桃園市","桃園區","園二街63號","03-3325431","牙科一般科"
214,"欣聖牙醫診所","桃園市","桃園區","中正路788號2樓","03-3161911","牙科一般科"
215,"佳德牙醫診所","桃園市","桃園區","建國路235號","03-3635353","牙科一般科"
216,"成功牙醫診所","桃園市","桃園區","成功路二段88號","03-3356847","牙科一般科"
217,"大宇牙醫診所","桃園市","桃園區","桃鶯路229號","03-3632013","牙科一般科"
218,"明仁牙醫診所","桃園市","桃園區","永樂街18號","03-3388858","牙科一般科"
219,"潔安牙醫診所","桃園市","桃園區","中山路137號","03-3332447","牙科一般科"
220,"定北牙醫診所","桃園市","桃園區","中山路421號","03-3343773","牙科一般科"
221,"三民牙醫診所","桃園市","桃園區","民光路87號","03-3379333","牙科一般科"
222,"信德牙醫診所","桃園市","桃園區","民生路143之1號","03-3395287","牙科一般科"
223,"百齡牙醫診所","桃園市","桃園區","桃鶯路106號","03-3622799","牙科一般科"
224,"常名牙醫診所","桃園市","桃園區","三民路三段231號2樓","03-3380258","牙科一般科"
225,"何逢原牙醫診所","桃園市","桃園區","育樂街14號","03-3325831","牙科一般科"
226,"永安江牙醫診所","桃園市","桃園區","永安路399號","03-3389259","牙科一般科"
227,"永安牙醫診所","桃園市","桃園區","永安路521號","03-3553780","牙科一般科"
228,"宏國牙醫診所","桃園市","桃園區","上海路106號","03-3796266","牙科一般科"
229,"源美牙醫診所","桃園市","桃園區","民族路178號","03-3376147","牙科一般科"
230,"懷恩牙醫診所","桃園市","桃園區","春日路264號","03-3390789","牙科一般科"
231,"長榮牙醫診所","桃園市","桃園區","桃一街62號","03-3383236","牙科一般科"
232,"鄭文祿牙醫診所","桃園市","桃園區","中山東路32-18號1樓","03-3391563","牙科一般科"
233,"古秀傳牙醫診所","桃園市","桃園區","中山路264號","03-3390576","牙科一般科"
234,"福太牙醫診所","桃園市","桃園區","大有路489號","03-3573087","牙科一般科"
235,"邱創彬牙醫診所","桃園市","桃園區","中山東路92號","03-3398539","牙科一般科"
236,"郭偉軍牙醫診所","桃園市","桃園區","桃三街49號","03-3342542","牙科一般科"
237,"皓美牙醫診所","桃園市","桃園區","中山路687號","03-2261720","牙科一般科"
238,"何牙醫診所","桃園市","桃園區","桃鶯路231巷1號","03-3616611","牙科一般科"
239,"黃乃靖牙醫診所","桃園市","桃園區","中正路638號","03-3554616","牙科一般科"
240,"偉玲牙醫診所","桃園市","桃園區","中山路449號","03-3359299","牙科一般科"
241,"杏宏牙醫診所","桃園市","桃園區","民生路287號1至2樓","03-3335993","牙科一般科"
242,"陳學偉牙醫診所","桃園市","桃園區","中平路101號","03-2200688","牙科一般科"
243,"福康牙醫診所","桃園市","桃園區","同安街406號1、2樓及408號1樓","03-3585249","牙科一般科"
244,"佳祥牙醫診所","桃園市","桃園區","國際路一段1170號1-2樓","03-2205347","牙科一般科"
245,"民生牙醫診所","桃園市","桃園區","民生路419號","03-3356749","牙科一般科"
246,"群益牙醫診所","桃園市","桃園區","永安路387號1樓","03-3389082","牙科一般科"
247,"陳霖茂牙醫診所","桃園市","桃園區","昆明路7號","03-3765827","牙科一般科"
248,"德恩牙醫診所","桃園市","桃園區","中正路1091號","03-3463351","牙科一般科"
249,"誠品牙醫診所","桃園市","桃園區","國際路一段1194號1樓","03-2200935","牙科一般科"
250,"久大牙醫診所","桃園市","桃園區","民族路140號","03-3390225","牙科一般科"
251,"何良善牙醫診所","桃園市","桃園區","介壽路513號","03-3674778","牙科一般科"
252,"臻美牙醫診所","桃園市","桃園區","永安北路398號1樓之3","03-3162022","牙科一般科"
253,"齊美牙醫診所","桃園市","桃園區","新生路5號","03-3398248","牙科一般科"
254,"朝陽牙醫診所","桃園市","桃園區","朝陽街一段77號","03-3313595","牙科一般科"
255,"大偉牙醫診所","桃園市","桃園區","中山路696號","03-3791166","牙科一般科"
256,"全品牙醫診所","桃園市","桃園區","中山北路47號","03-3371837","牙科一般科"
257,"健銓牙醫診所","桃園市","桃園區","長沙路92號","03-3763766","牙科一般科"
258,"康禾牙醫診所","桃園市","桃園區","莊敬路一段370號","03-3150852","牙科一般科"
259,"游偉斌牙醫診所","桃園市","桃園區","中山路153號2樓","03-3373764","牙科一般科"
260,"博安牙醫診所","桃園市","桃園區","民生路256號","03-3362726","牙科一般科"
261,"新田牙醫診所","桃園市","桃園區","同德十街39號","03-3012898","牙科一般科"
262,"明佑牙醫診所","桃園市","桃園區","桃鶯路286號","03-3634621","牙科一般科"
263,"新世紀牙醫診所","桃園市","桃園區","同安街568號1樓","03-3263152","牙科一般科"
264,"敦品牙醫診所","桃園市","桃園區","大興西路二段7號3樓","03-2160567","牙科一般科"
265,"上華牙醫診所","桃園市","桃園區","中山東路183號1、2樓","03-3318836","牙科一般科"
266,"明新牙醫診所","桃園市","桃園區","中正路318號","03-3380148","牙科一般科"
267,"國鼎牙醫診所","桃園市","桃園區","國鼎一街38號","03-3787676","牙科一般科"
268,"鈺盛牙醫診所","桃園市","桃園區","三民路三段496號","03-3678298","牙科一般科"
269,"名華牙醫診所","桃園市","桃園區","桃鶯路293號","03-3628466","牙科一般科"
270,"錦生牙醫診所","桃園市","桃園區","國際路一段1152號","03-2200991","牙科一般科"
271,"京瑋牙醫診所","桃園市","桃園區","大有路432號","03-3163126","牙科一般科"
272,"自強牙醫診所","桃園市","桃園區","自強路121號1-2樓","03-3335500","牙科一般科"
273,"龍安牙醫診所","桃園市","桃園區","龍安街62號","03-3787800","牙科一般科"
274,"新仁德牙醫診所","桃園市","桃園區","永安路253之2號","03-3363891","牙科一般科"
275,"同德牙醫診所","桃園市","桃園區","南平路190號","03-3161123","牙科一般科"
276,"立洋牙醫診所","桃園市","桃園區","莊二街184、186號","03-3172440","牙科一般科"
277,"齡雅牙科牙醫診所","桃園市","桃園區","中正路603號","03-3338876","牙科一般科"
278,"京采牙醫診所","桃園市","桃園區","中正路1376號","03-3171177","牙科一般科"
279,"陽光聯合牙醫診所","桃園市","桃園區","經國路234號1樓、4樓","03-3161196","牙科一般科"
280,"康齡牙醫診所","桃園市","桃園區","大興西路二段139巷28號1樓、30號1、2、3樓","03-3150355","牙科一般科"
281,"晴越牙醫診所","桃園市","桃園區","成功路二段70號1、2樓","03-3370511","牙科一般科"
282,"豐恩牙醫診所","桃園市","桃園區","民光東路260號","03-3175980","牙科一般科"
283,"益皓牙醫診所","桃園市","桃園區","大業路一段25號1-2樓","03-3326223","牙科一般科"
284,"全方位牙醫診所","桃園市","桃園區","同安街568號2、3樓","03-3166805","牙科一般科"
285,"大有牙醫診所","桃園市","桃園區","大有路654號","03-3587166","牙科一般科"
286,"南加大牙醫診所","桃園市","桃園區","三民路三段190號2樓","03-3315533","牙科一般科"
287,"向陽牙醫診所","桃園市","桃園區","延平路76號","03-3646168","牙科一般科"
288,"尚霖牙醫診所","桃園市","桃園區","中埔六街182號","03-3567536","牙科一般科"
289,"家欣牙醫","桃園市","桃園區","經國路205號","03-3166828","牙科一般科"
290,"優尚牙醫診所","桃園市","桃園區","莊敬路一段171號1至2樓","03-3553583","牙科一般科"
291,"尚揚牙醫診所","桃園市","桃園區","大興西路二段76巷3號2樓","03-3016322","牙科一般科"
292,"快樂牙醫診所","桃園市","桃園區","大業路一段331號1樓","03-3585093","牙科一般科"
293,"家和牙醫診所","桃園市","桃園區","宏昌七街68號1樓","03-3786768","牙科一般科"
294,"蕭敬愷齒顎矯正專科診所","桃園市","桃園區","中正路782號2樓","03-3578022","齒顎矯正科"
295,"佳樂牙醫診所","桃園市","桃園區","國聖一街12號","03-3783268","牙科一般科"
296,"葡萄藤牙醫診所","桃園市","桃園區","經國路62號1-2樓、78號1-2樓、80號2樓","03-3256606","牙科一般科"
297,"叮噹牙醫診所","桃園市","桃園區","中華路100號1樓","03-3322325","牙科一般科"
298,"豐成牙醫診所","桃園市","桃園區","國豐六街188號","03-3603676","牙科一般科"
299,"優利牙醫診所","桃園市","桃園區","大有路356號1樓(含1樓夾層)","03-3260021","牙科一般科"
300,"向日葵牙醫診所","桃園市","桃園區","復興路112號4樓之2",,"牙科一般科"
301,"淯群牙醫診所","桃園市","桃園區","中埔六街59號","03-3169397","牙科一般科"
